,DR Number,Date Reported,Date Occurred,Time Occurred,Area ID,Area Name,Reporting District,Crime Code,Crime Code Description,MO Codes,Victim Age,Victim Sex,Victim Descent,Premise Code,Premise Description,Weapon Used Code,Weapon Description,Status Code,Status Description,Crime Code 1,Crime Code 2,Crime Code 3,Crime Code 4,Address,Cross Street,Location 
194,131318519,09/20/2013,09/10/2010,2200,13.0,Newton,1313,668,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",1803 0344,62.0,M,W,203.0,OTHER BUSINESS,,,AA,Adult Arrest,668.0,,,,700 E  WASHINGTON                   BL,,"(34.0277, -118.2574)"
195,151521440,11/11/2015,10/01/2015,1200,,N Hollywood,1548,354,THEFT OF IDENTITY,0930 1822,33.0,F,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354.0,,,,5200    DENNY                        AV,,"(34.1649, -118.3642)"
196,151521441,11/11/2015,11/08/2015,600,,N Hollywood,1543,354,THEFT OF IDENTITY,0930 1822,68.0,M,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,12300    CHANDLER                     BL,,"(34.1684, -118.4013)"
197,151521442,11/10/2015,09/19/2015,1200,,N Hollywood,1505,649,DOCUMENT FORGERY / STOLEN FELONY,1822,39.0,F,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,649.0,,,,7400    TUJUNGA                      AV,,"(34.2036, -118.3833)"
198,101220336,07/29/2010,07/29/2010,2000,12.0,77th Street,1259,510,VEHICLE - STOLEN,,0.0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,78TH,CENTRAL,"(33.9685, -118.2564)"
199,151521443,10/25/2015,10/25/2015,340,,N Hollywood,1505,648,ARSON,1402,0.0,M,X,203.0,OTHER BUSINESS,,,IC,Invest Cont,648.0,998.0,,,7200    CAMELLIA                     AV,,"(34.2012, -118.3823)"
200,151521444,11/11/2015,11/11/2015,1215,,N Hollywood,1555,624,BATTERY - SIMPLE ASSAULT,0400 0429 1202,68.0,F,W,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,MAGNOLIA                     BL,VINELAND                     AV,"(34.1649, -118.3704)"
201,151521445,11/11/2015,11/11/2015,1145,,N Hollywood,1503,310,BURGLARY,0344 0314 1606,48.0,F,O,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310.0,,,,6700    BELLINGHAM                   AV,,"(34.1922, -118.3987)"
202,151521446,11/11/2015,11/09/2015,1015,,N Hollywood,1548,410,"BURGLARY FROM VEHICLE, ATTEMPTED",1300,27.0,M,W,108.0,PARKING LOT,,,IC,Invest Cont,410.0,,,,11300    CHANDLER                     BL,,"(34.1681, -118.3773)"
203,151521447,11/11/2015,11/10/2015,1200,,N Hollywood,1595,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,53.0,M,W,203.0,OTHER BUSINESS,,,IC,Invest Cont,745.0,,,,4000    LAUREL CANYON                BL,,"(34.1436, -118.3953)"
204,151521448,11/11/2015,11/02/2015,306,,N Hollywood,1599,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0311 0329,40.0,F,W,202.0,LIQUOR STORE,,,IC,Invest Cont,740.0,,,,3700    CAHUENGA BL,,"(34.135, -118.3612)"
205,151521449,11/11/2015,11/07/2015,100,,N Hollywood,1532,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,64.0,M,W,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740.0,,,,5800    WHITSETT                     AV,,"(34.1758, -118.4052)"
206,151521450,11/11/2015,11/10/2015,2330,,N Hollywood,1557,330,BURGLARY FROM VEHICLE,0344 0385,29.0,F,H,101.0,STREET,,,IC,Invest Cont,330.0,,,,4800    WILLOWCREST                  AV,,"(34.1577, -118.3626)"
207,151521451,11/11/2015,11/11/2015,1230,,N Hollywood,1551,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344,70.0,M,W,108.0,PARKING LOT,,,IC,Invest Cont,420.0,,,,12300    RIVERSIDE                    DR,,"(34.1576, -118.4008)"
208,151521454,11/11/2015,11/09/2015,2330,,N Hollywood,1526,510,VEHICLE - STOLEN,,0.0,,,104.0,DRIVEWAY,,,AA,Adult Arrest,510.0,,,,11400    VICTORY                      BL,,"(34.1867, -118.379)"
209,151521455,11/11/2015,11/11/2015,1535,,N Hollywood,1505,753,DISCHARGE FIREARMS/SHOTS FIRED,1100 1309 1414 0400,14.0,M,H,102.0,SIDEWALK,103.0,RIFLE,IC,Invest Cont,753.0,,,,7300    LANKERSHIM                   BL,,"(34.2031, -118.3878)"
210,151521456,11/11/2015,11/11/2015,1535,,N Hollywood,1505,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0416,18.0,F,H,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,230.0,,,,7300    LANKERSHIM                   BL,,"(34.2031, -118.3878)"
211,151521458,11/11/2015,11/11/2015,1720,,N Hollywood,1505,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0.0,,,108.0,PARKING LOT,,,IC,Invest Cont,420.0,,,,11600    SHERMAN                      WY,,"(34.2012, -118.3845)"
212,151521460,11/11/2015,11/11/2015,1820,,N Hollywood,1548,510,VEHICLE - STOLEN,,0.0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,5300    SATSUMA                      AV,,"(34.1676, -118.3675)"
213,151521461,11/11/2015,11/11/2015,2000,,N Hollywood,1527,510,VEHICLE - STOLEN,,0.0,,,108.0,PARKING LOT,,,IC,Invest Cont,510.0,,,,VICTORY                      BL,VINELAND                     AV,"(34.1867, -118.3703)"
214,151521468,11/12/2015,11/11/2015,2345,,N Hollywood,1512,510,VEHICLE - STOLEN,,0.0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,12700    VANOWEN                      ST,,"(34.194, -118.4094)"
215,151521469,11/12/2015,11/10/2015,2200,,N Hollywood,1506,510,VEHICLE - STOLEN,,0.0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,11100    CANTLAY                      ST,,"(34.2022, -118.3725)"
216,151521470,11/12/2015,11/11/2015,1900,,N Hollywood,1523,510,VEHICLE - STOLEN,,0.0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,6000    COLDWATER CANYON             AV,,"(34.1794, -118.4137)"
217,151521473,11/11/2015,11/10/2015,2200,,N Hollywood,1562,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,37.0,M,W,108.0,PARKING LOT,,,IC,Invest Cont,440.0,,,,4400    COLDWATER CANYON             AV,,"(34.1504, -118.4138)"
218,151521474,11/11/2015,11/11/2015,1940,,N Hollywood,1511,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0344 0104 0325,0.0,M,W,404.0,DEPARTMENT STORE,,,IC,Invest Cont,442.0,,,,13000    SHERMAN                      WY,,"(34.2037, -118.421)"
219,151521475,11/11/2015,11/09/2015,1500,,N Hollywood,1596,310,BURGLARY,1609 0344 0352 0321 1414,75.0,M,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310.0,,,,11400    DONA PEGITA                  DR,,"(34.131, -118.3792)"
220,151521478,11/04/2015,10/31/2015,1555,,N Hollywood,1569,900,VIOLATION OF COURT ORDER,1501,46.0,M,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,900.0,,,,00    TOLUCA ESTATES               DR,,"(34.1443, -118.36)"
221,151521479,11/12/2015,11/12/2015,720,,N Hollywood,1516,510,VEHICLE - STOLEN,,0.0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,6800    FARMDALE                     AV,,"(34.194, -118.3812)"
222,151521480,11/11/2015,10/04/2015,800,,N Hollywood,1539,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,34.0,M,W,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740.0,,,,BURBANK,SATSUMA,"(34.1722, -118.3675)"
223,151521481,11/11/2015,11/11/2015,1815,,N Hollywood,1523,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,21.0,F,W,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740.0,,,,ERWIN,GOODLAND,"(34.1831, -118.412)"
224,151521483,11/11/2015,11/11/2015,2200,,N Hollywood,1533,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,20.0,F,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,740.0,,,,5600    GENTRY                       AV,,"(34.1722, -118.3932)"
225,151521486,11/11/2015,11/10/2015,1700,,N Hollywood,1526,330,BURGLARY FROM VEHICLE,0344 1601 0385,60.0,F,O,101.0,STREET,,,IC,Invest Cont,330.0,,,,6200    BECK                         AV,,"(34.1831, -118.3833)"
226,151521487,11/11/2015,11/11/2015,1620,,N Hollywood,1526,624,BATTERY - SIMPLE ASSAULT,0400,47.0,F,H,222.0,LAUNDROMAT,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,624.0,,,,6300    LANKERSHIM                   BL,,"(34.1849, -118.3867)"
227,151521488,11/12/2015,10/29/2015,900,,N Hollywood,1535,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344,53.0,M,W,101.0,STREET,,,IC,Invest Cont,420.0,,,,11400    BURBANK                      BL,,"(34.1758, -118.3834)"
228,151521489,11/12/2015,11/11/2015,2100,,N Hollywood,1583,330,BURGLARY FROM VEHICLE,0321 1609 0344,73.0,F,B,108.0,PARKING LOT,,,IC,Invest Cont,330.0,,,,12000    WOODBRIDGE                   ST,,"(34.1486, -118.3943)"
229,151521493,11/12/2015,11/09/2015,1215,,N Hollywood,1526,510,VEHICLE - STOLEN,,0.0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,LANKERSHIM,VICTORY,"(34.1867, -118.3878)"
230,151521496,11/12/2015,11/08/2015,2200,,N Hollywood,1514,354,THEFT OF IDENTITY,1822 1501,26.0,F,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,6900    AGNES                        AV,,"(34.1959, -118.3954)"
231,151521497,11/11/2015,11/11/2015,1300,,N Hollywood,1591,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 0352,39.0,M,O,108.0,PARKING LOT,,,IC,Invest Cont,341.0,,,,12800    VENTURA                      BL,,"(34.1448, -118.4117)"
232,151521498,11/12/2015,11/12/2015,1210,,N Hollywood,1591,354,THEFT OF IDENTITY,0930 1822,0.0,M,W,228.0,BOWLING ALLEY*,,,IC,Invest Cont,354.0,,,,12600    VENTURA                      BL,,"(34.1437, -118.4074)"
233,151521499,11/12/2015,11/10/2015,1800,,N Hollywood,1553,330,BURGLARY FROM VEHICLE,1302 1605 0344,27.0,F,W,101.0,STREET,,,IC,Invest Cont,330.0,,,,4700    KRAFT                        AV,,"(34.1562, -118.3801)"
234,151521500,11/12/2015,11/09/2015,1500,,N Hollywood,1547,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1212,43.0,M,H,726.0,POLICE FACILITY,,,IC,Invest Cont,956.0,,,,11600    BURBANK                      BL,,"(34.1722, -118.3844)"
235,151521501,11/12/2015,11/12/2015,1455,,N Hollywood,1549,510,VEHICLE - STOLEN,,0.0,,,108.0,PARKING LOT,,,AA,Adult Arrest,510.0,,,,5500    CLEON                        AV,,"(34.1705, -118.3686)"
236,151521503,11/12/2015,11/03/2015,1200,,N Hollywood,1512,354,THEFT OF IDENTITY,0917 1822,48.0,F,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,7100    COLDWATER CANYON             AV,,"(34.1995, -118.4138)"
237,151521504,11/12/2015,11/09/2015,1300,,N Hollywood,1549,354,THEFT OF IDENTITY,0928 1822,29.0,F,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354.0,649.0,,,5300    AUCKLAND                     AV,,"(34.1667, -118.3604)"
238,151521505,11/12/2015,11/12/2015,600,,N Hollywood,1581,310,BURGLARY,1607 1602 1420 0351 0206,0.0,M,W,210.0,RESTAURANT/FAST FOOD,,,AO,Adult Other,310.0,,,,12400    MOORPARK                     ST,,"(34.1504, -118.403)"
239,151521506,11/12/2015,11/11/2015,2100,,N Hollywood,1525,330,BURGLARY FROM VEHICLE,1302 1609 1307 0344,20.0,F,H,123.0,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,330.0,,,,5600    COLFAX                       AV,,"(34.1826, -118.3916)"
240,151521508,11/12/2015,11/12/2015,1300,,N Hollywood,1563,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0411 1259,13.0,M,O,720.0,JUNIOR HIGH SCHOOL,201.0,KNIFE WITH BLADE OVER 6 INCHES IN LENGTH,IC,Invest Cont,230.0,,,,4500    IRVINE                       AV,,"(34.1522, -118.3855)"
241,151521509,11/12/2015,11/11/2015,1530,,N Hollywood,1527,330,BURGLARY FROM VEHICLE,1302 1605 0344,21.0,F,H,108.0,PARKING LOT,,,IC,Invest Cont,330.0,,,,11000    VICTORY                      BL,,"(34.1867, -118.3703)"
242,151521513,11/12/2015,10/16/2015,1500,,N Hollywood,1596,310,BURGLARY,1609 0321,34.0,M,O,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310.0,,,,11300    DONA LISA                    DR,,"(34.1308, -118.3763)"
243,151521514,11/12/2015,08/29/2015,930,,N Hollywood,1585,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 0352,22.0,M,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AO,Adult Other,341.0,,,,10900    BLUFFSIDE                    DR,,"(34.1414, -118.3686)"
244,151521515,11/12/2015,08/29/2015,930,,N Hollywood,1585,946,OTHER MISCELLANEOUS CRIME,0603,22.0,M,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AO,Adult Other,946.0,,,,10900    BLUFFSIDE                    DR,,"(34.1414, -118.3686)"
245,151521516,11/12/2015,11/12/2015,1000,,N Hollywood,1514,510,VEHICLE - STOLEN,,0.0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,ARCHWOOD,GENTRY,"(34.1921, -118.3932)"
246,151521517,11/13/2015,11/12/2015,2200,,N Hollywood,1539,510,VEHICLE - STOLEN,,0.0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,5600    AUCKLAND                     AV,,"(34.1722, -118.3604)"
247,151521518,11/12/2015,11/12/2015,500,,N Hollywood,1531,310,BURGLARY,1606 0344 0314,22.0,M,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,310.0,,,,5800    COLDWATER CANYON             AV,,"(34.1758, -118.4137)"
248,151521519,11/12/2015,11/05/2015,1200,,N Hollywood,1508,662,"BUNCO, GRAND THEFT",0344 0701,23.0,F,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,662.0,,,,10900    SATICOY                      ST,,"(34.2085, -118.3682)"
249,151521523,11/13/2015,11/13/2015,2000,,N Hollywood,1522,510,VEHICLE - STOLEN,,0.0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,7000    COLDWATER CANYON             AV,,"(34.1936, -118.4166)"
250,151521524,11/13/2015,11/12/2015,2200,,N Hollywood,1545,510,VEHICLE - STOLEN,,0.0,,,108.0,PARKING LOT,,,IC,Invest Cont,510.0,,,,11900    CHANDLER                     BL,,"(34.1684, -118.3921)"
251,151521525,11/13/2015,11/12/2015,2000,,N Hollywood,1501,510,VEHICLE - STOLEN,,0.0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,7600    FULTON                       AV,,"(34.2084, -118.4236)"
252,151521526,11/13/2015,11/12/2015,1900,,N Hollywood,1511,510,VEHICLE - STOLEN,,0.0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,VARNA                        AV,SHERMAN                      WY,"(34.2012, -118.4247)"
253,151521528,11/12/2015,11/12/2015,150,,N Hollywood,1544,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,0.0,M,W,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740.0,,,,4800    WHITSETT                     AV,,"(34.1576, -118.4052)"
254,151521530,11/13/2015,11/12/2015,2245,,N Hollywood,1549,510,VEHICLE - STOLEN,,0.0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,5500    CARTWRIGHT                   AV,,"(34.17, -118.3636)"
255,101012262,06/15/2010,06/15/2010,1450,10.0,West Valley,1035,886,DISTURBING THE PEACE,,24.0,M,O,101.0,STREET,,,AO,Adult Other,886.0,,,,KITTRIDGE,HESPERIA,"(34.1903, -118.5262)"
256,151521531,11/12/2015,11/03/2015,1,,N Hollywood,1599,354,THEFT OF IDENTITY,0930 0928 1822,58.0,F,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,3200    OAKSHIRE                     DR,,"(34.1283, -118.3515)"
257,151521532,11/13/2015,11/12/2015,2015,,N Hollywood,1565,330,BURGLARY FROM VEHICLE,0344 0321,42.0,M,W,101.0,STREET,,,IC,Invest Cont,330.0,,,,4400    TUJUNGA                      AV,,"(34.1504, -118.379)"
258,151521533,11/12/2015,11/12/2015,1100,,N Hollywood,1557,310,BURGLARY,0344 1606 0352 1414,63.0,M,O,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,310.0,,,,10800    MORRISON                     ST,,"(34.1609, -118.3659)"
259,151521534,11/12/2015,11/12/2015,930,,N Hollywood,1555,310,BURGLARY,0344 0352 0321,40.0,F,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,310.0,,,,11200    PEACH GROVE                  ST,,"(34.1591, -118.3745)"
260,151521535,11/12/2015,06/01/2015,1100,,N Hollywood,1506,121,"RAPE, FORCIBLE",1814 1259 0400 0913 2000 0527 0361,16.0,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121.0,,,,7300    TUJUNGA                      AV,,"(34.203, -118.379)"
261,151521536,11/12/2015,11/12/2015,1400,,N Hollywood,1589,624,BATTERY - SIMPLE ASSAULT,0416,26.0,M,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,3600    BARHAM                       BL,,"(34.1362, -118.342)"
262,151521539,11/12/2015,11/04/2015,2355,,N Hollywood,1557,932,PEEPING TOM,1822,38.0,F,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,932.0,,,,10800    BLIX                         ST,,"(34.1567, -118.366)"
263,151521541,11/13/2015,11/12/2015,2100,,N Hollywood,1501,330,BURGLARY FROM VEHICLE,0344 1606 0321,41.0,M,H,101.0,STREET,,,IC,Invest Cont,330.0,,,,7700    MELITA                       AV,,"(34.2107, -118.4213)"
264,151521542,11/13/2015,11/13/2015,145,,N Hollywood,1557,210,ROBBERY,0416 0344 1414,24.0,M,B,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210.0,,,,MAGNOLIA                     BL,LANKERSHIM                   BL,"(34.1594, -118.3657)"
265,151521543,11/13/2015,11/12/2015,1900,,N Hollywood,1501,330,BURGLARY FROM VEHICLE,0344 1302,0.0,M,W,101.0,STREET,,,IC,Invest Cont,330.0,,,,7700    ATOLL                        AV,,"(34.2102, -118.4205)"
266,151521544,11/13/2015,11/13/2015,745,,N Hollywood,1546,330,BURGLARY FROM VEHICLE,0344 1609 1302,48.0,F,W,707.0,GARAGE/CARPORT,,,IC,Invest Cont,330.0,,,,11500    RIVERSIDE                    DR,,"(34.1629, -118.3848)"
267,151521545,11/13/2015,11/12/2015,2350,,N Hollywood,1591,330,BURGLARY FROM VEHICLE,0344 1609 1302,33.0,F,W,101.0,STREET,,,IC,Invest Cont,330.0,,,,12100    MAXWELLTON                   RD,,"(34.1408, -118.3966)"
268,151521546,11/13/2015,11/12/2015,1700,,N Hollywood,1553,330,BURGLARY FROM VEHICLE,0344 1606,21.0,M,W,707.0,GARAGE/CARPORT,,,IC,Invest Cont,330.0,,,,4700    RADFORD                      AV,,"(34.1558, -118.3921)"
269,151521547,11/13/2015,11/12/2015,2000,,N Hollywood,1546,330,BURGLARY FROM VEHICLE,0344 1609 1202,64.0,F,W,104.0,DRIVEWAY,,,IC,Invest Cont,330.0,,,,11400    LA MAIDA                     ST,,"(34.1587, -118.3808)"
270,151521551,11/13/2015,10/13/2015,1830,,N Hollywood,1546,666,"BUNCO, ATTEMPT",0701 0344,40.0,F,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,666.0,,,,11600    OTSEGO                       ST,,"(34.1631, -118.3855)"
271,151521553,11/13/2015,11/13/2015,1930,,N Hollywood,1523,510,VEHICLE - STOLEN,,0.0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,12800    DELANO                       ST,,"(34.1823, -118.4116)"
272,151521556,11/14/2015,11/13/2015,2000,,N Hollywood,1529,510,VEHICLE - STOLEN,,0.0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,6100    CLYBOURN                     AV,,"(34.1829, -118.365)"
273,151521558,11/14/2015,11/13/2015,1800,,N Hollywood,1595,510,VEHICLE - STOLEN,,0.0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,3300    BERRY                        DR,,"(34.133, -118.3789)"
274,151521560,11/14/2015,11/14/2015,315,,N Hollywood,1595,310,BURGLARY,0344 1609 1402 1420 0329 1203,49.0,M,W,248.0,CELL PHONE STORE,,,IC,Invest Cont,310.0,998.0,,,12000    VENTURA                      PL,,"(34.1437, -118.3929)"
275,101519896,09/21/2010,09/20/2010,2100,15.0,N Hollywood,1526,330,BURGLARY FROM VEHICLE,1307 1609,31.0,M,O,101.0,STREET,,,IC,Invest Cont,330.0,,,,6200    BECK                         AV,,"(34.1831, -118.3833)"
276,151521561,11/14/2015,11/07/2015,300,,N Hollywood,1585,626,INTIMATE PARTNER - SIMPLE ASSAULT,0416 2000,26.0,F,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626.0,,,,10900    BLUFFSIDE                    DR,,"(34.1414, -118.3686)"
277,151521563,11/14/2015,11/12/2015,2200,,N Hollywood,1563,331,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),0344,28.0,M,W,707.0,GARAGE/CARPORT,,,IC,Invest Cont,331.0,,,,11500    MOORPARK                     ST,,"(34.1504, -118.3823)"
278,151521564,11/14/2015,11/12/2015,1930,,N Hollywood,1547,520,VEHICLE - ATTEMPT STOLEN,0329,45.0,M,W,101.0,STREET,,,IC,Invest Cont,520.0,,,,11400    BURBANK                      BL,,"(34.1722, -118.379)"
279,151521565,11/14/2015,11/11/2015,2200,,N Hollywood,1553,331,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),0344 0321,30.0,M,W,101.0,STREET,,,IC,Invest Cont,331.0,,,,BECK                         AV,RIVERSIDE                    DR,"(34.1577, -118.3834)"
280,151521566,11/14/2015,11/13/2015,1800,,N Hollywood,1531,330,BURGLARY FROM VEHICLE,0344 1606,79.0,M,W,101.0,STREET,,,IC,Invest Cont,330.0,,,,12700    TIARA                        ST,,"(34.1785, -118.4094)"
281,151521567,11/14/2015,11/13/2015,1630,,N Hollywood,1559,331,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),0344,67.0,M,W,104.0,DRIVEWAY,,,IC,Invest Cont,331.0,,,,4700    FORMAN                       AV,,"(34.1559, -118.3528)"
282,151521568,11/14/2015,11/14/2015,410,,N Hollywood,1555,310,BURGLARY,0344 1420 1606,39.0,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,310.0,,,,11000    OTSEGO                       ST,,"(34.163, -118.3706)"
283,151521570,11/14/2015,11/10/2015,2300,,N Hollywood,1501,320,"BURGLARY, ATTEMPTED",1607,46.0,M,W,704.0,ELEMENTARY SCHOOL,,,IC,Invest Cont,320.0,,,,7800    ETHEL                        AV,,"(34.212, -118.417)"
284,151521571,11/14/2015,11/13/2015,1900,,N Hollywood,1514,624,BATTERY - SIMPLE ASSAULT,0417 0400,57.0,F,W,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624.0,,,,6800    GENTRY                       AV,,"(34.194, -118.3932)"
285,151521572,11/14/2015,11/12/2015,2130,,N Hollywood,1545,310,BURGLARY,1606 0344,69.0,M,W,515.0,APARTMENT/CONDO COMMON LAUNDRY ROOM,,,IC,Invest Cont,310.0,,,,4900    GENTRY                       AV,,"(34.1594, -118.3932)"
286,151521573,11/14/2015,11/12/2015,2200,,N Hollywood,1591,330,BURGLARY FROM VEHICLE,0344 1609 1307 0321,20.0,F,W,101.0,STREET,,,IC,Invest Cont,330.0,,,,3800    RHODES                       AV,,"(34.1392, -118.403)"
287,151521574,11/14/2015,11/09/2015,2000,,N Hollywood,1583,330,BURGLARY FROM VEHICLE,0344 1609 1307,41.0,F,W,108.0,PARKING LOT,,,IC,Invest Cont,330.0,,,,4300    COLFAX                       AV,,"(34.1451, -118.3875)"
288,151521575,11/14/2015,11/13/2015,200,,N Hollywood,1517,331,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),0344,79.0,M,H,101.0,STREET,,,IC,Invest Cont,331.0,,,,11100    VANOWEN                      ST,,"(34.194, -118.3722)"
289,151521576,11/14/2015,11/12/2015,1930,,N Hollywood,1557,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344,40.0,M,W,108.0,PARKING LOT,,,IC,Invest Cont,420.0,,,,VENTURA                      BL,VINELAND                     AV,"(34.1594, -118.3657)"
290,151521577,11/14/2015,11/13/2015,700,,N Hollywood,1503,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344,31.0,M,B,707.0,GARAGE/CARPORT,,,IC,Invest Cont,420.0,,,,6800    LAUREL CANYON                BL,,"(34.2003, -118.4002)"
291,151521578,11/14/2015,11/13/2015,330,,N Hollywood,1555,350,"THEFT, PERSON",0344 0346 0400,26.0,M,B,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,350.0,,,,MAGNOLIA                     BL,VINELAND                     AV,"(34.1649, -118.3704)"
292,101618290,10/03/2010,10/02/2010,2200,16.0,Foothill,1618,330,BURGLARY FROM VEHICLE,0344 1300 1606,21.0,F,W,101.0,STREET,,,JO,Juv Other,330.0,,,,10900    IRMA                         AV,,"(34.2679, -118.3008)"
293,151521579,11/14/2015,11/13/2015,900,,N Hollywood,1548,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344,33.0,M,B,707.0,GARAGE/CARPORT,,,IC,Invest Cont,341.0,,,,11100    CHANDLER                     BL,,"(34.1681, -118.3724)"
